Subj_idx,Stimulus,Response,Confidence,RT_dec,Error,Condition,Task,Block
3,155,199.09375,3,2.63529368600575,-44.09375,1.0,wm,3
3,179,164.0859375,3,3.8702039369964,14.9140625,1.0,wm,3
3,127,138.0,3,1.05957249499625,-11.0,1.0,wm,3
3,180,166.0,3,1.30801539501408,14.0,0.5,wm,3
3,70,303.609375,3,3.0422334310133,-53.609375,0.5,wm,3
3,44,64.0,3,1.28357475198573,-20.0,0.5,wm,3
3,69,245.890625,3,1.81002238800284,3.10937499999998,1.0,wm,3
3,103,109.375,3,1.84822525805794,-6.375,1.0,wm,3
3,16,246.5,3,2.10819818504388,-50.5,0.5,wm,3
3,30,246.0,3,1.32561855501262,-36.0,1.0,wm,3
3,17,75.8203125,1,2.64357809396461,-58.8203125,1.0,wm,3
3,5,30.21875,3,1.67288864799775,-25.21875,0.5,wm,3
3,68,233.625,3,4.19354033097625,14.375,0.5,wm,3
3,71,48.453125,3,1.73055561899673,22.546875,1.0,wm,3
3,141,328.515625,3,1.91137922601774,-7.51562499999998,1.0,wm,3
3,138,332.0390625,2,1.52602228801697,-14.0390625,0.5,wm,3
3,82,93.015625,3,2.55137216404546,-11.015625,1.0,wm,3
3,94,279.7734375,3,2.37733061000472,-5.77343749999995,1.0,wm,3
3,63,123.7578125,2,2.39002589904703,-60.7578125,1.0,wm,3
3,16,306.7109375,3,2.01356530399062,69.2890625,0.5,wm,3
3,158,290.3359375,2,1.95163398497971,47.6640625,0.5,wm,3
3,21,207.703125,3,1.9900417830213,-6.70312500000001,1.0,wm,3
3,80,206.0,3,1.78981950698653,54.0,0.5,wm,3
3,42,28.453125,3,2.33642343099928,13.546875,1.0,wm,3
3,116,283.1953125,3,2.15199250902515,12.8046875000001,1.0,wm,3
3,130,51.703125,3,1.6101800739998,78.296875,1.0,wm,3
3,163,338.515625,3,2.06470560102025,4.48437500000004,1.0,wm,3
3,83,274.3203125,2,1.8740998369758,-11.3203125,1.0,wm,3
3,37,197.4453125,3,1.95731798297493,19.5546875,0.5,wm,3
3,3,29.875,2,1.68235744303092,-26.875,1.0,wm,3
3,31,34.9765625,3,1.90724889101693,-3.97656250000001,1.0,wm,3
3,95,279.703125,3,2.02635600004578,-4.703125,1.0,wm,3
3,169,45.875,3,1.90835807000985,-56.875,0.5,wm,3
3,9,17.421875,3,2.13745929900324,-8.421875,0.5,wm,3
3,31,14.3203125,3,1.70102518203203,16.6796875,0.5,wm,3
3,49,27.40625,3,1.38391670497367,21.59375,1.0,wm,3
3,41,38.6328125,3,1.17382570903283,2.3671875,1.0,wm,3
3,20,205.140625,3,1.6447426250088,-5.140625,0.5,wm,3
3,29,44.0234375,2,1.34689780196641,-15.0234375,0.5,wm,3
3,92,91.921875,3,2.06875233998289,0.0781249999999981,0.5,wm,3
3,144,132.0,3,1.25556646904442,12.0,1.0,wm,3
3,129,126.1015625,3,1.74152210500324,2.89843749999999,1.0,wm,3
3,2,230.0,3,1.33149849297479,-48.0,0.5,wm,3
3,1,323.703125,3,2.07271697401302,37.296875,0.5,wm,3
5,7,213.8046875,3,2.29012937699918,-26.8046875,1.0,wm,3
5,28,34.3359375,3,2.81771749899963,-6.33593749999999,1.0,wm,3
5,177,308.5859375,2,3.9893567550007,48.4140625,0.5,wm,3
5,161,126.6484375,3,1.32725121499971,34.3515625,1.0,wm,3
5,53,241.390625,4,1.88054196100165,-8.39062499999999,1.0,wm,3
5,125,130.25,3,2.11176059399986,-5.25,1.0,wm,3
5,38,246.1015625,3,2.4345834300002,-28.1015625,1.0,wm,3
5,99,107.421875,3,2.57658897300098,-8.42187500000001,0.5,wm,3
5,158,146.3671875,3,5.52247412699944,11.6328125,1.0,wm,3
5,165,359.8203125,1,3.38449159899938,-14.8203125,0.5,wm,3
5,135,306.8671875,2,1.8797842590011,8.13281250000004,1.0,wm,3
5,41,48.3984375,4,3.46289890099979,-7.3984375,1.0,wm,3
5,148,314.546875,4,2.11717852100082,13.453125,0.5,wm,3
5,126,127.4609375,4,2.00662528300018,-1.46093749999999,1.0,wm,3
5,157,121.1953125,4,5.7061642259996,35.8046875,1.0,wm,3
5,15,88.546875,2,3.02986661999967,-73.546875,0.5,wm,3
5,109,126.1171875,2,2.06531340700167,-17.1171875,0.5,wm,3
5,57,36.9609375,3,2.40488585999992,20.0390625,0.5,wm,3
5,50,27.390625,4,1.28017943300074,22.609375,1.0,wm,3
5,50,41.671875,4,4.12207744800071,8.328125,0.5,wm,3
5,10,11.65625,3,2.66227001699917,-1.65625,0.5,wm,3
5,12,12.546875,3,5.66798581100011,-0.546875,0.5,wm,3
5,17,29.296875,3,1.59312858000158,-12.296875,1.0,wm,3
5,115,304.3828125,3,3.60035197999969,-9.3828125,1.0,wm,3
5,178,2.5,3,1.75867543300046,-4.5,1.0,wm,3
5,27,3.7421875,2,4.77723173000049,23.2578125,1.0,wm,3
5,48,305.2578125,1,4.09661708300155,-77.2578125,1.0,wm,3
5,104,107.09375,4,4.37776635400223,-3.09374999999999,1.0,wm,3
5,85,101.296875,4,2.17718379300095,-16.296875,1.0,wm,3
5,81,102.1328125,3,2.00403108500177,-21.1328125,0.5,wm,3
5,2,89.984375,2,2.12547812000048,-87.984375,0.5,wm,3
5,167,130.28125,1,4.05208177699933,36.71875,0.5,wm,3
5,3,173.625,1,2.58916030799992,9.375,1.0,wm,3
5,40,28.9765625,2,4.83781584499957,11.0234375,0.5,wm,3
5,179,221.015625,2,1.96816086900071,-42.015625,0.5,wm,3
5,144,132.796875,3,2.11126415199942,11.203125,0.5,wm,3
5,18,215.625,2,1.92138885700115,-17.625,0.5,wm,3
5,15,192.9609375,1,2.01794432099996,2.0390625,0.5,wm,3
5,6,21.078125,2,2.72694253100053,-15.078125,0.5,wm,3
5,52,74.6015625,3,1.65874162600085,-22.6015625,0.5,wm,3
5,67,234.7109375,3,1.5369050320005,12.2890625,0.5,wm,3
5,164,78.28125,2,1.44513340400044,85.71875,1.0,wm,3
5,16,316.9453125,2,2.27544713200041,59.0546875,0.5,wm,3
5,5,312.84375,1,72.1251565940001,52.15625,0.5,wm,3
5,55,33.96875,2,3.11692220700024,21.03125,0.5,wm,3
5,95,224.5859375,3,2.20607704500071,50.4140625,1.0,wm,3
5,4,41.5390625,3,1.32938638499945,-37.5390625,0.5,wm,3
5,98,310.15625,3,3.30784013000084,-32.15625,0.5,wm,3
5,25,19.8359375,4,1.35598152400053,5.1640625,0.5,wm,3
5,49,233.03125,3,1.06562537400168,-4.03125,1.0,wm,3
5,73,46.25,3,3.62719777900202,26.75,0.5,wm,3
5,96,218.3828125,2,6.12391480400038,57.6171875,0.5,wm,3
5,120,135.046875,4,1.29440179700032,-15.046875,1.0,wm,3
5,107,117.125,3,1.89345130500078,-10.125,0.5,wm,3
5,21,27.625,3,4.36214386400025,-6.625,0.5,wm,3
5,59,47.625,4,1.65983609999967,11.375,0.5,wm,3
5,47,189.5546875,4,1.55468751700209,37.4453125,0.5,wm,3
5,76,34.8125,4,1.84577276600066,41.1875,0.5,wm,3
5,25,58.28125,3,1.72694745300032,-33.28125,1.0,wm,3
5,20,11.9375,4,1.70016129300166,8.0625,1.0,wm,3
7,27,25.3125,4,1.80393706100585,1.6875,1.0,wm,3
7,20,219.2265625,4,2.32399043100304,-19.2265625,1.0,wm,3
7,96,281.671875,4,1.89616016100626,-5.67187500000002,0.5,wm,3
7,13,48.3046875,4,2.21976793900103,-35.3046875,1.0,wm,3
7,170,341.59375,4,1.60255179500382,8.40625000000003,1.0,wm,3
7,48,210.9921875,4,1.57571121200453,17.0078125,1.0,wm,3
7,105,297.015625,4,2.62299910600268,-12.015625,0.5,wm,3
7,44,237.7421875,4,6.98171425600594,-13.7421875,0.5,wm,3
7,85,270.484375,4,2.04168769300304,-5.48437499999997,0.5,wm,3
7,146,322.6171875,4,4.10570921900216,3.38281250000005,1.0,wm,3
7,112,151.2109375,4,2.03148248200159,-39.2109375,0.5,wm,3
7,83,267.5078125,4,2.42282149699895,-4.50781249999998,0.5,wm,3
7,9,5.390625,4,1.95286280000437,3.609375,0.5,wm,3
7,147,157.875,4,3.42020918599883,-10.875,1.0,wm,3
7,42,33.640625,4,1.63461089100019,8.359375,1.0,wm,3
7,62,74.6640625,4,2.44964400699973,-12.6640625,1.0,wm,3
7,11,170.8984375,4,2.82335835500271,20.1015625,1.0,wm,3
7,167,309.7421875,4,1.78742999100359,37.2578125,0.5,wm,3
7,14,200.796875,4,5.56747688799805,-6.796875,1.0,wm,3
7,39,28.859375,2,2.11248663300648,10.140625,0.5,wm,3
7,173,1.7734375,4,1.80267377500422,-8.77343750000001,0.5,wm,3
7,61,219.609375,4,1.2817217740012,21.390625,1.0,wm,3
7,19,243.8359375,4,1.18705165800202,-44.8359375,0.5,wm,3
7,148,144.171875,4,0.852826068003196,3.82812500000001,1.0,wm,3
7,17,23.953125,4,2.06659770700207,-6.953125,0.5,wm,3
7,46,252.0,3,0.783199105004314,-26.0,1.0,wm,3
7,68,247.03125,4,2.54302583700337,0.968750000000012,1.0,wm,3
7,175,348.0703125,2,1.75141512400296,6.92968750000004,0.5,wm,3
7,12,13.875,4,1.59918431300321,-1.875,1.0,wm,3
7,33,224.0859375,4,1.37986376000481,-11.0859375,0.5,wm,3
7,19,34.1875,4,1.57110930800263,-15.1875,0.5,wm,3
7,37,198.828125,4,1.46662916400237,18.171875,0.5,wm,3
7,104,289.4609375,4,1.11037463999673,-5.46093749999999,0.5,wm,3
7,121,289.2109375,4,2.36132626100152,11.7890625,0.5,wm,3
7,138,152.0234375,4,1.48956158600777,-14.0234375,0.5,wm,3
7,158,156.3359375,4,1.03662090899888,1.66406249999999,0.5,wm,3
7,32,232.15625,4,1.68445521000831,-20.15625,0.5,wm,3
7,172,0.6796875,4,1.89637202800077,-8.67968749999999,0.5,wm,3
7,28,45.953125,4,3.29576691800321,-17.953125,1.0,wm,3
7,34,43.8359375,4,1.53775941499771,-9.8359375,0.5,wm,3
7,41,206.8671875,4,1.54244503000518,14.1328125,1.0,wm,3
7,117,122.453125,4,1.49466972800292,-5.45312500000001,1.0,wm,3
7,16,6.171875,4,1.72661615299876,9.828125,0.5,wm,3
7,156,150.0234375,3,2.95385792400339,5.97656249999999,1.0,wm,3
7,122,122.3359375,4,1.20838949400058,-0.335937500000013,1.0,wm,3
7,66,54.171875,4,1.22480632400402,11.828125,0.5,wm,3
7,166,146.6640625,4,0.958999055001186,19.3359375,1.0,wm,3
7,108,99.7890625,4,1.9453611889985,8.2109375,1.0,wm,3
7,64,240.9609375,4,2.42913800300448,3.03906249999999,1.0,wm,3
7,128,302.265625,4,2.15859166099835,5.73437499999995,1.0,wm,3
7,31,59.40625,4,2.76654944200709,-28.40625,0.5,wm,3
7,32,44.75,4,1.98521162100224,-12.75,0.5,wm,3
7,47,226.796875,4,1.29295760799869,0.20312499999999,1.0,wm,3
7,164,159.375,4,2.2230170010007,4.62499999999999,0.5,wm,3
7,36,204.828125,4,2.40831836800498,11.171875,1.0,wm,3
7,57,57.1953125,4,1.83970563100593,-0.195312499999997,1.0,wm,3
7,27,237.96875,4,2.59224428300513,-30.96875,0.5,wm,3
7,51,48.9296875,4,1.24972444300511,2.07031249999999,1.0,wm,3
7,59,62.0,3,0.734809696004959,-2.99999999999999,0.5,wm,3
7,165,149.96875,4,1.76535238800716,15.03125,1.0,wm,3
8,15,206.4140625,3,4.9916237500147,-11.4140625,0.5,wm,3
8,31,17.34375,3,1.59184961300343,13.65625,1.0,wm,3
8,119,125.8359375,3,1.83533322400763,-6.83593750000001,0.5,wm,3
8,142,120.5859375,3,1.93534573500801,21.4140625,1.0,wm,3
8,96,103.078125,3,2.48776050300512,-7.078125,0.5,wm,3
8,74,54.0,3,1.40619172599691,20.0,0.5,wm,3
8,16,196.9609375,3,1.73016714199912,-0.960937500000004,1.0,wm,3
8,162,342.0,4,1.03229271501186,1.51244362761947e-14,1.0,wm,3
8,32,34.0,4,1.0148175409995,-2.00000000000001,0.5,wm,3
8,40,31.59375,4,1.51022476499202,8.40625,0.5,wm,3
8,176,165.6875,4,1.72168702199997,10.3125,0.5,wm,3
8,50,219.4609375,4,1.68922597200435,10.5390625,1.0,wm,3
8,111,287.359375,3,2.5605324240023,3.64062499999998,1.0,wm,3
8,21,36.6640625,3,2.80903451700578,-15.6640625,0.5,wm,3
8,105,300.0,3,1.08347056999628,-14.9999999999999,1.0,wm,3
8,63,234.6015625,4,1.73088980000466,8.39843749999999,1.0,wm,3
8,55,124.0,1,0.515854047000175,-69.0,1.0,wm,3
8,10,21.2109375,4,1.73090950600454,-11.2109375,0.5,wm,3
8,5,13.5703125,3,1.30126786201436,-8.5703125,1.0,wm,3
8,35,68.21875,3,1.95113847700122,-33.21875,0.5,wm,3
8,101,125.296875,3,1.15957113400509,-24.296875,0.5,wm,3
8,35,43.5546875,3,1.80182255600812,-8.5546875,1.0,wm,3
8,175,150.3203125,4,2.12650422299339,24.6796875,0.5,wm,3
8,12,21.40625,4,1.74468812000123,-9.40625,0.5,wm,3
8,11,205.1796875,1,1.81686646700837,-14.1796875,1.0,wm,3
8,16,198.75,4,1.78957929799799,-2.74999999999999,0.5,wm,3
8,48,64.0,3,0.992815649005934,-16.0,1.0,wm,3
8,120,128.0,2,0.910018664013478,-8.00000000000001,0.5,wm,3
8,29,228.3828125,4,1.49008842199692,-19.3828125,1.0,wm,3
8,102,297.96875,2,1.99094595899805,-15.96875,1.0,wm,3
8,158,90.0,1,1.73548237100476,68.0,1.0,wm,3
8,11,207.4609375,4,2.11167943599867,-16.4609375,1.0,wm,3
8,83,67.625,3,2.83828723600891,15.375,1.0,wm,3
8,92,303.359375,2,1.48215888800041,-31.359375,0.5,wm,3
8,159,328.0703125,4,1.65573164900707,10.9296875,1.0,wm,3
8,2,354.9453125,4,1.44209785500425,7.05468750000003,1.0,wm,3
8,59,234.9296875,3,1.99761257100909,4.07031250000003,1.0,wm,3
8,178,168.21875,3,2.23826663701038,9.78124999999998,0.5,wm,3
8,64,230.859375,4,2.50328592500591,13.140625,1.0,wm,3
8,156,137.8203125,4,1.68355432599492,18.1796875,1.0,wm,3
8,161,332.6171875,4,2.64579996700922,8.38281249999997,1.0,wm,3
8,18,29.875,4,1.87342391100537,-11.875,1.0,wm,3
8,149,327.046875,3,1.65724077299819,1.95312499999996,1.0,wm,3
8,62,242.828125,4,1.23109118700086,-0.82812499999999,1.0,wm,3
8,47,54.3359375,1,1.24654846701014,-7.3359375,0.5,wm,3
8,172,171.125,1,1.456373574998,0.875000000000021,1.0,wm,3
8,143,169.1640625,4,2.13253875001101,-26.1640625,0.5,wm,3
8,113,101.2578125,4,1.15645290499378,11.7421875,0.5,wm,3
8,49,74.6328125,4,1.3566717190115,-25.6328125,1.0,wm,3
8,95,106.8984375,3,1.65973392000888,-11.8984375,1.0,wm,3
8,144,343.9375,3,1.69478529100888,-19.9375,0.5,wm,3
8,15,202.203125,3,1.6527582740091,-7.203125,1.0,wm,3
8,168,348.6015625,3,1.86906914300926,-0.601562499999982,0.5,wm,3
8,80,10.9765625,1,0.493635068996809,69.0234375,0.5,wm,3
8,88,257.8203125,4,2.0616317110107,10.1796875,1.0,wm,3
8,125,136.765625,4,1.44126821501413,-11.765625,0.5,wm,3
8,21,202.1015625,4,1.84820506800315,-1.10156249999999,0.5,wm,3
8,58,249.96875,3,1.79025418500532,-11.96875,0.5,wm,3
8,154,143.09375,3,1.7606537410029,10.90625,0.5,wm,3
8,18,210.0859375,4,1.40599144699809,-12.0859375,0.5,wm,3
9,27,236.6640625,1,1.72024588600016,-29.6640625,0.5,wm,3
9,163,120.5625,1,1.47451035599988,42.4375,0.5,wm,3
9,100,111.4609375,3,1.70496454100021,-11.4609375,1.0,wm,3
9,28,314.546875,2,1.45111683300001,73.453125,0.5,wm,3
9,6,335.4921875,1,2.77111709700011,30.5078125,0.5,wm,3
9,94,101.109375,3,1.87318453700027,-7.109375,0.5,wm,3
9,172,106.0703125,2,1.95825130200001,65.9296875,0.5,wm,3
9,147,131.328125,3,1.25594432900016,15.671875,1.0,wm,3
9,4,26.6953125,2,1.70600241300008,-22.6953125,0.5,wm,3
9,38,187.7734375,2,2.04008914500037,30.2265625,0.5,wm,3
9,37,194.8125,3,2.07376276200011,22.1875,0.5,wm,3
9,127,11.65625,2,1.74842388200022,-64.65625,1.0,wm,3
9,62,254.8125,2,1.85005286900014,-12.8125,0.5,wm,3
9,119,90.9609375,2,1.96277480500021,28.0390625,0.5,wm,3
9,120,299.40625,2,2.18156400000044,0.59374999999997,1.0,wm,3
9,67,273.40625,2,3.13055584700032,-26.40625,1.0,wm,3
9,17,204.3359375,3,1.261125902,-7.33593749999997,1.0,wm,3
9,29,212.3515625,3,2.07737296400001,-3.35156250000001,0.5,wm,3
9,13,123.09375,2,2.0902557710001,69.90625,1.0,wm,3
9,114,120.8984375,2,2.37853677900011,-6.89843749999999,1.0,wm,3
9,134,126.171875,1,1.91226986699985,7.82812500000001,0.5,wm,3
9,14,64.1015625,1,1.90937822800015,-50.1015625,1.0,wm,3
9,132,314.6640625,1,2.10563524200006,-2.66406249999997,1.0,wm,3
9,18,239.3125,1,1.31772646199988,-41.3125,1.0,wm,3
9,122,321.046875,2,1.88120834200026,-19.046875,0.5,wm,3
9,46,44.0,2,1.33981175899999,2.00000000000001,0.5,wm,3
9,148,111.8203125,2,1.309121452,36.1796875,1.0,wm,3
9,2,115.015625,2,1.51704828400034,66.984375,1.0,wm,3
9,79,62.0,2,1.3674893389998,17.0,1.0,wm,3
9,138,325.34375,2,1.6202854660005,-7.34375000000002,1.0,wm,3
9,58,230.453125,3,2.4417486389998,7.54687499999999,1.0,wm,3
9,39,215.2734375,2,1.42659188700009,3.7265625,1.0,wm,3
9,90,233.046875,2,1.48978503699982,36.953125,1.0,wm,3
9,51,227.34375,2,1.39167704800047,3.65624999999999,0.5,wm,3
9,125,122.515625,2,1.32974220200003,2.48437500000002,1.0,wm,3
9,145,165.90625,1,1.41700612400018,-20.90625,0.5,wm,3
9,115,144.0,2,1.30147335600032,-29.0,1.0,wm,3
